Title,Address,City,Price,Bedroom,Bathroom,Floors,Parking,Face,Year,Views,Area,Road,Road Width,Road Type,Build Area,Posted,Amenities
"5 Anna New House For Sale At Bishalnagar, (1 Floor Underground) : House For Sale In Hadigaun, Kathmandu","Bishalnagar, Hadigaun, Kathmandu",Kathmandu,55000000,4,3,N/A,2,East,N/A,125,0-5-0-0 Aana,15 Feet / Blacktopped,15 Feet , Blacktopped,N/A Aana,4 months ago,"['Lawn', 'Garage', 'Air Condition', 'Backyard', 'Balcony', 'Microwave', 'Garden', 'Frontyard', 'Fencing', 'Modular Kitchen', 'Deck', 'TV Cable', 'Washing Machine', 'Wifi', 'Drainage', 'CCTV', 'Water Tank', 'Water Well', 'Solar Water', 'Water Supply', 'Parking', 'Electricity Backup', 'Internet', 'Kids Playground']"
"5.5 Anna New Family Bungalow For Sale At Hattigauda : House For Sale In Hattigauda, Kathmandu","Hattigauda, Hattigauda, Kathmandu",Kathmandu,35500000,4,4,2,2,East,N/A,297,0-5.5-0-0 Aana,15 Feet / Blacktopped,15 Feet , Blacktopped,N/A Aana,4 months ago,"['Lawn', 'Garage', 'Air Condition', 'Backyard', 'Balcony', 'Microwave', 'Frontyard', 'Fencing', 'Deck', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Wifi', 'Drainage', 'CCTV', 'Water Tank', 'Water Well', 'Solar Water', 'Water Supply', 'Electricity Backup', 'Internet', 'Kids Playground']"
"5 BHK Attractive Semi Bungalow For Sale At Baniyatar, Tokha : House For Sale In Tokha, Kathmandu","Baniyatar, Tokha, Tokha, Kathmandu",Kathmandu,29500000,4,3,2,1,East,2076,110,0-4-0-0 Aana,13 Feet / Blacktopped,13 Feet , Blacktopped,N/A Aana,4 months ago,"['Lawn', 'Garage', 'Air Condition', 'Backyard', 'Balcony', 'Microwave', 'Garden', 'Frontyard', 'Fencing', 'Deck', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Wifi', 'Drainage', 'Water Tank', 'Water Well', 'Solar Water', 'Water Supply', 'Electricity Backup', 'Internet']"
"8.2 Anna Full Furnished Bungalow For Sale At Pasikot, Budhanilkantha : House For Sale In Pasikot, Kathmandu","Pasikot, Budhanilkantha, Highway bata 800 meter west., Pasikot, Kathmandu",Kathmandu,49500000,0,4,2,3,East,N/A,290,0-8.2--0 Aana,16 Feet / Blacktopped,16 Feet , Blacktopped,N/A Aana,4 months ago,"['Lawn', 'Garage', 'Air Condition', 'Backyard', 'Balcony', 'Microwave', 'Garden', 'Frontyard', 'Fencing', 'Deck', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Wifi', 'Drainage', 'Water Tank', 'Water Well', 'Solar Water', 'Water Supply', 'Electricity Backup', 'Internet', 'Kids Playground']"
"Classical 17.3 Anna Bungalow For Sale At Sukedhara Chowk Inside Colony : House For Sale In Sukedhara, Kathmandu","Sukedhara Chowk , Colony Bhitra, Sukedhara, Kathmandu",Kathmandu,95000000,0,4,2,0,East,N/A,390,0-17.3-0- Aana,15 Feet / Blacktopped,15 Feet , Blacktopped,N/A Aana,4 months ago,"['Lawn', 'Garage', 'Air Condition', 'Backyard', 'Balcony', 'Microwave', 'Garden', 'Frontyard', 'Fencing', 'Deck', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Wifi', 'Drainage', 'Water Tank', 'Water Well', 'Solar Water', 'Water Supply', 'Electricity Backup', 'Internet', 'Kids Playground']"
"4.5 Anna Attractive Brand New House For Sale At Jyotinagar, Baluwakhani : House For Sale In Kapan, Kathmandu","Jyotinagar, Baluwakhani, Kapan, Kathmandu",Kathmandu,28000000,4,3,2,2,South East,2076,275,0-4.5-0-0 Aana,14 Feet / Blacktopped,14 Feet , Blacktopped,N/A Aana,4 months ago,"['Lawn', 'Garage', 'Backyard', 'Balcony', 'Microwave', 'Garden', 'Frontyard', 'Deck', 'Fencing', 'Modular Kitchen', 'Drainage', 'Wifi', 'Water Supply', 'Solar Water', 'Water Well', 'Water Tank', 'Electricity Backup', 'Internet']"
"7 Anna 4 BHK Bungalow For Sale In Siddhartha Colony, Budhanilkantha : House For Sale In Budhanilkantha, Kathmandu","Siddhartha Colony, Budhanilkantha, Budhanilkantha, Kathmandu",Kathmandu,45000000,4,4,N/A,3,East,N/A,151,0-7-0-0 Aana,16 Feet / Blacktopped,16 Feet , Blacktopped,N/A Aana,4 months ago,"['Lawn', 'Garage', 'Air Condition', 'Backyard', 'Balcony', 'Microwave', 'Garden', 'Frontyard', 'Fencing', 'Deck', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Wifi', 'Drainage', 'Water Tank', 'Water Well', 'Solar Water', 'Water Supply', 'Electricity Backup', 'Internet', 'Kids Playground']"
"Magnificent 21 Anna Bungalow For Sale Pasikot, 800 Meters From Main Highway : House For Sale In Pasikot, Kathmandu","Pasikot, 800 M From Main Highway, Pasikot, Kathmandu",Kathmandu,80000000,0,4,N/A,0,East,N/A,132,0-21-0-0 Aana,16 Feet / Blacktopped,16 Feet , Blacktopped,N/A Aana,4 months ago,"['Lawn', 'Garage', 'Backyard', 'Balcony', 'Microwave', 'Garden', 'Frontyard', 'Fencing', 'Deck', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Wifi', 'Drainage', 'Water Tank', 'Water Well', 'Solar Water', 'Water Supply', 'Electricity Backup', 'Internet', 'Kids Playground']"
"5 BHK Beautiful Bungalow For Sale At Dhapasi Height : House For Sale In Dhapasi, Kathmandu","Dhapasi Height, Dhapasi, Kathmandu",Kathmandu,35000000,4,4,2,2,East,N/A,305,0-5-0-0 Aana,15 Feet / Blacktopped,15 Feet , Blacktopped,2500 Sq. Feet,4 months ago,"['Lawn', 'Garage', 'Backyard', 'Balcony', 'Garden', 'Microwave', 'Frontyard', 'Fencing', 'Deck', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Wifi', 'Drainage', 'Water Tank', 'Water Well', 'Solar Water', 'Water Supply', 'Electricity Backup', 'Internet', 'Kids Playground']"
"12 Anna 6 BHK Fully Furnished Bungalow On Sale At Chapali : House For Sale In Chapali, Kathmandu","Location: Kathmandu > Chapali (Budhanilkantha), Chapali, Kathmandu",Kathmandu,57500000,4,4,2,4,South East,N/A,118,0-12-0-0 Aana,16 Feet / Blacktopped,16 Feet , Blacktopped,N/A Aana,4 months ago,"['Lawn', 'Garage', 'Air Condition', 'Backyard', 'Balcony', 'Microwave', 'Frontyard', 'Fencing', 'Deck', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Wifi', 'Drainage', 'Water Tank', 'Water Well', 'Solar Water', 'Water Supply', 'Electricity Backup', 'Internet', 'Kids Playground']"
"52 Anna 5 BHK Bungalow For Sale/Rent At Dhumbarahi, Only 150 Meters From Ring Road. : House For Sale In Dhumbarahi, Kathmandu","Dhumbarahi, 150 Mtr From Ring Road., Dhumbarahi, Kathmandu",Kathmandu,300000000,4,4,N/A,0,East,N/A,737,0-52-0-0 Aana,20 Feet / Blacktopped,20 Feet , Blacktopped,N/A Aana,4 months ago,"['Lawn', 'Garage', 'Air Condition', 'Backyard', 'Balcony', 'Microwave', 'Gym', 'Garden', 'Frontyard', 'Fencing', 'Deck', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Wifi', 'Drainage', 'Cafeteria', 'CCTV', 'Water Tank', 'Water Well', 'Solar Water', 'Water Supply', 'Electricity Backup', 'Internet', 'Kids Playground']"
"Magnificent 4 BHK 9 Anna Bungalow For Sale At Hepali Height, Golfutar. : House For Sale In Golfutar, Kathmandu","Hepali Height, Golfutar., Golfutar, Kathmandu",Kathmandu,55000000,4,4,2,3,South East,N/A,232,0-9-0-0 Aana,20 Feet / Blacktopped,20 Feet , Blacktopped,N/A Aana,4 months ago,"['Lawn', 'Garage', 'Air Condition', 'Backyard', 'Balcony', 'Microwave', 'Garden', 'Frontyard', 'Fencing', 'Deck', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Wifi', 'Drainage', 'Water Tank', 'Water Well', 'Solar Water', 'Water Supply', 'Electricity Backup', 'Internet', 'Kids Playground']"
"9 Anna Beautiful House For Sale At Maharajgunj In Above 20 Feet Road. : House For Sale In Maharajgunj, Kathmandu","Maharajgunj In Above 20 Feet Road., Maharajgunj, Kathmandu",Kathmandu,67500000,4,4,N/A,4,South East,N/A,247,0-9-0-0 Aana,20 Feet / Blacktopped,20 Feet , Blacktopped,N/A Aana,4 months ago,"['Lawn', 'Garage', 'Air Condition', 'Backyard', 'Balcony', 'Microwave', 'Garden', 'Frontyard', 'Fencing', 'Deck', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Wifi', 'Drainage', 'Water Tank', 'Water Well', 'Solar Water', 'Water Supply', 'Electricity Backup', 'Internet', 'Kids Playground']"
"8 Anna Bungalow For Sale At Maharajgunj Just Behind Australian Embassy : House For Sale In Maharajgunj, Kathmandu","Maharajgunj Just Behind Australian Embassy, Maharajgunj, Kathmandu",Kathmandu,55000000,4,3,2,3,South East,N/A,253,0-8-0-0 Aana,14 Feet / Blacktopped,14 Feet , Blacktopped,N/A Aana,4 months ago,"['Lawn', 'Garage', 'Air Condition', 'Backyard', 'Balcony', 'Microwave', 'Garden', 'Frontyard', 'Fencing', 'Deck', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Wifi', 'Drainage', 'Water Tank', 'Water Well', 'Solar Water', 'Water Supply', 'Electricity Backup', 'Internet', 'Kids Playground']"
"Brand New House For Sale At Samakhusi, Only 150 Meters From Ring Road. : House For Sale In Samakhusi, Kathmandu","Samakhusi, Only 150 Meters From Ring Road, Samakhusi, Kathmandu",Kathmandu,35000000,6,3,2,2,East,2076,210,0-5-0-0 Aana,15 Feet / Blacktopped,15 Feet , Blacktopped,N/A Aana,4 months ago,"['Lawn', 'Garage', 'Backyard', 'Balcony', 'Garden', 'Frontyard', 'Fencing', 'Deck', 'Modular Kitchen', 'Washing Machine', 'TV Cable', 'Wifi', 'Water Tank', 'Water Well', 'Solar Water', 'Water Supply', 'Electricity Backup', 'Internet', 'Kids Playground']"
"6 Anna 5 Bhk House For Sale At Budhanilkantha, 100 Mtrs From Main Road : House For Sale In Budhanilkantha, Kathmandu","Budhanilkantha, 100 Mtrs From Main Road, Budhanilkantha, Kathmandu",Kathmandu,36000000,5,4,2,2,North East,N/A,197,0-6-0-0 Aana,15 Feet / Blacktopped,15 Feet , Blacktopped,N/A Aana,4 months ago,"['Lawn', 'Garage', 'Air Condition', 'Backyard', 'Balcony', 'Microwave', 'Garden', 'Frontyard', 'Fencing', 'Deck', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Drainage', 'Cafeteria', 'Water Tank', 'Water Well', 'Solar Water', 'Water Supply', 'Electricity Backup', 'Internet', 'Kids Playground']"
"4 Anna Brand New House For Sale At Kapan Height : House For Sale In Kapan, Kathmandu","Kapan Height, Kapan, Kathmandu",Kathmandu,26000000,4,3,2,2,North East,2076,177,0-4-0-0 Aana,14 Feet / Blacktopped,14 Feet , Blacktopped,N/A Aana,4 months ago,"['Lawn', 'Garage', 'Backyard', 'Balcony', 'Garden', 'Frontyard', 'Fencing', 'Modular Kitchen', 'Drainage', 'Water Tank', 'Water Well', 'Solar Water', 'Water Supply', 'Internet', 'Kids Playground']"
"Marvelous 9 Anna Bungalow For Sale At Golfutar, Hepali Height. : House For Sale In Golfutar, Kathmandu","Golfutar, Hepali Height, Golfutar, Kathmandu",Kathmandu,47500000,5,4,2,3,South East,N/A,1K,0-9-0-0 Aana,16 Feet / Blacktopped,16 Feet , Blacktopped,N/A Aana,4 months ago,"['Lawn', 'Garage', 'Air Condition', 'Backyard', 'Balcony', 'Garden', 'Frontyard', 'Fencing', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Wifi', 'Drainage', 'Water Tank', 'Water Well', 'Solar Water', 'Water Supply', 'Electricity Backup', 'Internet', 'Kids Playground']"
"Kapan Height Small Home : House For Sale In Kapan, Kathmandu","Na, Kapan, Kathmandu",Kathmandu,18200000,5,5,3,1,East,2076,298,3.2 Aana,13 Feet / Blacktopped,13 Feet , Blacktopped,N/A Aana,4 months ago,"['Parking', 'Drainage', 'Water Supply', 'Water Tank']"
"Beautiful : House For Rent In Bishal Nagar, Kathmandu","Bishal Basti, Bishal Nagar, Kathmandu",Kathmandu,200000,13,5,3.5,1,North,N/A,1.6K,0-10-0-0 Aana,16 Feet / Paved,16 Feet , Paved,7000 Aana,4 months ago,"['Balcony', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank', 'Water Well', 'Electricity Backup', 'Internet', 'Parking', 'Store Room']"
"Kapan Height Home : House For Sale In Kapan, Kathmandu","Na, Kapan, Kathmandu",Kathmandu,26000000,6,5,3,1,East,2076,494,4 Aana,14 Feet / Blacktopped,14 Feet , Blacktopped,N/A Aana,4 months ago,"['Parking', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank']"
"Swayambhu Thulobharyang Home : House For Sale In Swayambhu, Kathmandu","Na, Swayambhu, Kathmandu",Kathmandu,39000000,5,5,3,2,East,2070,495,7 Aana,14 Feet / Paved,14 Feet , Paved,N/A Aana,4 months ago,"['Garage', 'Garden', 'Water Supply', 'Drainage', 'Store Room', 'Parking']"
"Sitapaila Thapachwok Land On Sale : Land For Sale In Sitapaila, Kathmandu","thapachowk, Sitapaila, Kathmandu",Kathmandu,2300000,0,0,N/A,0,East,N/A,526,5.1 Aana,12 Feet / Soil Stabilized,12 Feet , Soil Stabilized,N/A Aana,4 months ago,[]
"Bungalow On Rent At Mandikatar, Dhumbharai : House For Rent In Mandikatar, Kathmandu","Mandikhatar, Mandikatar, Kathmandu",Kathmandu,120000,4,4,2,1,West,N/A,605,8 Aana,14 Feet / Blacktopped,14 Feet , Blacktopped,6 Aana,4 months ago,"['Garage', 'Garden', 'Balcony', 'Store Room']"
"Hattigauda New Bungalow : House For Sale In Hattigauda, Kathmandu","Na, Hattigauda, Kathmandu",Kathmandu,33500000,5,5,3,2,North West,2076,300,5.5 Aana,13 Feet / Gravelled,13 Feet , Gravelled,N/A Aana,4 months ago,"['Modular Kitchen', 'Water Supply', 'Solar Water', 'Drainage', 'Water Well', 'Water Tank', 'Parking', 'Internet']"
"Basundhara Bungalow : House For Sale In Basundhara, Kathmandu","Na, Basundhara, Kathmandu",Kathmandu,39900000,5,6,3,2,East,2069,147,7 Aana,14 Feet / Blacktopped,14 Feet , Blacktopped,N/A Aana,4 months ago,"['Water Supply', 'Drainage', 'Solar Water', 'Water Tank']"
"3 BHK - Fully Furnished : Apartment For Sale In Balkumari, Lalitpur","Westar Apartment, Balkumari, Lalitpur",Lalitpur,18000000,3,2,4,1,East,N/A,9.3K,1259 Sq. Feet,0 Feet,0 Feet,NA,1259 Sq. Feet,4 months ago,"['Lawn', 'Balcony', 'Garden', 'Gym', 'Modular Kitchen', 'Swimming Pool', 'TV Cable', 'Drainage', 'Water Supply', 'Solar Water', 'Water Well', 'CCTV', 'Cafeteria', 'Electricity Backup', 'Intercom', 'Internet', 'Kids Playground', 'Lift', 'Maintenance', 'Parking', 'Security Staff', 'Store Room', 'Jacuzzi']"
"Mandikatar Height New Home : House For Sale In Mandikatar, Kathmandu","Na, Mandikatar, Kathmandu",Kathmandu,32500000,8,7,4,1,South East,2076,190,4 Aana,20 Feet / Blacktopped,20 Feet , Blacktopped,N/A Aana,4 months ago,"['Water Supply', 'Drainage', 'Solar Water']"
"Pasikot Home : House For Sale In Budhanilkantha, Kathmandu","Na, Budhanilkantha, Kathmandu",Kathmandu,29000000,5,5,3,2,South,2075,180,5 Aana,14 Feet / Gravelled,14 Feet , Gravelled,N/A Aana,4 months ago,"['Garden', 'Water Supply', 'Solar Water', 'Drainage', 'Parking']"
"26 Per Anna- Grande Hospital Near : Land For Sale In Tokha, Kathmandu","Grande Hospital, Tokha, Kathmandu, Tokha, Kathmandu",Kathmandu,2600000,0,0,N/A,0,North East,N/A,216,4 Aana,15 Feet,15 Feet,NA,4 Aana,4 months ago,[]
"Budhanilkantha 6 Ana Bungalow : House For Sale In Budhanilkantha, Kathmandu","Na, Budhanilkantha, Kathmandu",Kathmandu,36000000,5,5,3,1,East,2070,178,6 Aana,13 Feet / Blacktopped,13 Feet , Blacktopped,N/A Aana,4 months ago,"['Garden', 'Water Supply', 'Water Tank', 'Solar Water', 'Drainage']"
"Hepali Bungalow For Sale : House For Sale In Golfutar, Kathmandu","Na, Golfutar, Kathmandu",Kathmandu,47500000,4,5,3,3,East,2070,215,9 Aana,15 Feet / Soil Stabilized,15 Feet , Soil Stabilized,N/A Aana,4 months ago,"['Garage', 'Balcony', 'Air Condition', 'Garden', 'Frontyard', 'Parking', 'Store Room', 'Water Supply', 'Solar Water', 'Drainage']"
"3.5 Talle| Semi-Commercial House : House For Sale In Tarkeshwor, Kathmandu","Manamaiju, Gongabu, Kathmandu, Tarkeshwor, Kathmandu",Kathmandu,28000000,0,0,N/A,0,East,N/A,140,4 Aana,12 Feet / Blacktopped,12 Feet , Blacktopped,4 Aana,4 months ago,"['Parking', 'Water Well', 'Water Tank', 'Water Supply', 'Drainage']"
"Land For Sale In Prime Location Bhadrakali, Budhanikantha ~ 28 Aana : Land For Sale In Budhanilkantha, Kathmandu","Khadka Bhadrakali, Ward #7, Budhanilkantha, Kathmandu",Kathmandu,4000000,0,0,N/A,0,North,N/A,448,1-12-0-0 Ropani,210 Feet / Blacktopped,210 Feet , Blacktopped,N/A Aana,4 months ago,[]
"House For Sale In Imadol, Lalitpur","sital height, Imadol, Lalitpur",Lalitpur,15000000,5,3,2.5,1,West,2076,6.9K,0-2-2-0 Aana,13 Feet / Gravelled,13 Feet , Gravelled,1400 Sq. Feet,4 months ago,"['Balcony', 'Fencing', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well', 'Electricity Backup', 'Internet', 'Parking', 'Store Room']"
"Full- Furnished : House For Sale In Imadol, Lalitpur","Sital height, Imadol, Lalitpur",Lalitpur,20000000,6,3,2.5,2,North,2076,4.6K,0-3-2-0 Aana,13 Feet / Gravelled,13 Feet , Gravelled,1900 Sq. Feet,4 months ago,"['Balcony', 'Fencing', 'Modular Kitchen', 'TV Cable', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well', 'Electricity Backup', 'Internet', 'Parking', 'Store Room']"
"Samakhusi Homes : House For Sale In Samakhusi, Kathmandu","Na, Samakhusi, Kathmandu",Kathmandu,23000000,6,5,3,1,North West,2076,510,3.5 Aana,13 Feet / Gravelled,13 Feet , Gravelled,N/A Aana,4 months ago,"['Garage', 'Water Supply', 'Drainage']"
"New : House For Sale In Imadol, Lalitpur","Sital height, Imadol, Lalitpur",Lalitpur,18500000,5,2,2.5,1,West,2076,597,0-3-2-0 Aana,13 Feet / Gravelled,13 Feet , Gravelled,2000 Aana,4 months ago,"['Balcony', 'Fencing', 'Modular Kitchen', 'TV Cable', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well', 'Electricity Backup', 'Internet', 'Parking', 'Store Room']"
"Hattigauda Semibungalow New Home : House For Sale In Hattigauda, Kathmandu","Na, Hattigauda, Kathmandu",Kathmandu,24500000,6,5,3,1,North East,2076,200,4 Aana,22 Feet / Gravelled,22 Feet , Gravelled,N/A Aana,4 months ago,"['Garage', 'Modular Kitchen', 'Water Supply', 'Drainage']"
"Bhangal Brand New Home : House For Sale In Bhangal, Kathmandu","Na, Bhangal, Kathmandu",Kathmandu,23800000,6,6,3,1,East,2076,332,4 Aana,18 Feet / Blacktopped,18 Feet , Blacktopped,N/A Aana,4 months ago,"['Garage', 'Parking', 'Drainage', 'Water Tank', 'Water Supply']"
"Greenland Brand New Bungalow : House For Sale In Grande Villa, Kathmandu","Na, Grande Villa, Kathmandu",Kathmandu,39000000,6,6,3,2,South,2076,501,6.5 Aana,15 Feet / Soil Stabilized,15 Feet , Soil Stabilized,N/A Aana,4 months ago,"['Balcony', 'Frontyard', 'Modular Kitchen', 'Drainage', 'Solar Water', 'Water Supply', 'Water Tank', 'Store Room', 'Parking']"
"Brand New Bungalow , Budhanilkantha : House For Sale In Budhanilkantha, Kathmandu","Na, Budhanilkantha, Kathmandu",Kathmandu,31000000,5,5,3,1,South West,2076,603,4.5 Aana,14 Feet / Paved,14 Feet , Paved,N/A Aana,4 months ago,"['Balcony', 'Garage', 'Water Supply', 'Modular Kitchen', 'Drainage', 'Water Tank', 'Parking']"
"Tokha Greenland New Home : House For Sale In Tokha, Kathmandu","Na, Tokha, Kathmandu",Kathmandu,29000000,6,5,3,1,South,2076,396,4 Aana,13 Feet / Gravelled,13 Feet , Gravelled,N/A Aana,4 months ago,"['Balcony', 'Garage', 'Parking']"
"Greenland New Home For Sale : House For Sale In Grande Villa, Kathmandu","Na, Grande Villa, Kathmandu",Kathmandu,25000000,6,5,3,1,South,2076,404,3.5 Aana,13 Feet / Gravelled,13 Feet , Gravelled,N/A Aana,4 months ago,"['Balcony', 'Garage', 'Drainage', 'Water Supply']"
"Maharajganj Bungalow For Sale : House For Sale In Maharajgunj, Kathmandu","Na, Maharajgunj, Kathmandu",Kathmandu,56000000,5,5,3,2,South,2071,526,8 Aana,15 Feet / Blacktopped,15 Feet , Blacktopped,N/A Aana,4 months ago,"['Garage', 'Air Condition', 'Balcony', 'Drainage', 'Washing Machine', 'Store Room', 'Parking']"
"Mahanrajganj Bungalow For Sale : House For Sale In Maharajgunj, Kathmandu","Na, Maharajgunj, Kathmandu",Kathmandu,67500000,5,5,3,3,South East,2070,629,9 Aana,20 Feet / Blacktopped,20 Feet , Blacktopped,N/A Aana,4 months ago,"['Garage', 'Air Condition', 'Balcony', 'Frontyard', 'Garden', 'Modular Kitchen', 'Microwave', 'Water Supply', 'Solar Water', 'Drainage', 'Water Tank', 'Store Room', 'Parking', 'Security Staff']"
"Hattigauda Land : Land For Sale In Hattigauda, Kathmandu","Na, Hattigauda, Kathmandu",Kathmandu,4000000,0,0,N/A,0,East,N/A,99,11 Aana,13 Feet / Blacktopped,13 Feet , Blacktopped,11 Aana,4 months ago,[]
"Beautiful 6 Ana At Budhanilkantha : Land For Sale In Budhanilkantha, Kathmandu","Na, Budhanilkantha, Kathmandu",Kathmandu,3500000,0,0,N/A,0,East,N/A,412,6 Aana,15 Feet / Soil Stabilized,15 Feet , Soil Stabilized,6 Aana,4 months ago,[]
"Samakhusi New Home : House For Sale In Samakhusi, Kathmandu","Na, Samakhusi, Kathmandu",Kathmandu,37500000,6,6,3,1,East,2076,119,3.75 Aana,13 Feet / Blacktopped,13 Feet , Blacktopped,N/A Aana,4 months ago,"['Garage', 'Balcony']"
"Bansbari Bungalow For Rent : House For Rent In Golfutar, Kathmandu","Na, Golfutar, Kathmandu",Kathmandu,350000,6,6,3,4,East,2076,474,22 Aana,16 Feet / Gravelled,16 Feet , Gravelled,N/A Aana,4 months ago,"['Air Condition', 'Lawn', 'Balcony', 'Garden', 'Garage', 'Frontyard', 'Modular Kitchen', 'Washing Machine', 'Drainage', 'Water Supply', 'Solar Water', 'Kids Playground', 'Security Staff', 'Store Room', 'Parking']"
"Hattigauda 8 Ana Land : Land For Sale In Budhanilkantha, Kathmandu","Na, Budhanilkantha, Kathmandu",Kathmandu,4200000,0,0,N/A,0,East,N/A,93,8 Aana,13 Feet / Blacktopped,13 Feet , Blacktopped,N/A Aana,4 months ago,[]
"Samakhusi Flat Home : House For Sale In Samakhusi, Kathmandu","Na, Samakhusi, Kathmandu",Kathmandu,35000000,6,5,3,1,East,2076,585,4.75 Aana,13 Feet / Blacktopped,13 Feet , Blacktopped,N/A Aana,4 months ago,"['Balcony', 'Modular Kitchen', 'Store Room', 'Drainage', 'Garage']"
"Neo-Classical : House For Sale In Imadol, Lalitpur","Sanagau height, Imadol, Lalitpur",Lalitpur,22000000,5,3,2.5,2,East,2076,6.2K,0-3-2-0 Aana,20 Feet / Gravelled,20 Feet , Gravelled,2200 Aana,4 months ago,"['Balcony', 'Fencing', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well', 'Electricity Backup', 'Internet', 'Parking', 'Store Room']"
"Modern House : House For Sale In Imadol, Lalitpur","Tikathali, Buddha colony, Imadol, Lalitpur",Lalitpur,19500000,5,3,2.5,2,East,2076,2.3K,0-3-2-0 Aana,13 Feet / Gravelled,13 Feet , Gravelled,2000. Aana,4 months ago,"['Balcony', 'Fencing', 'Modular Kitchen', 'Swimming Pool', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well', 'Electricity Backup', 'Internet', 'Parking', 'Store Room']"
"New : House For Sale In Lubhu, Lalitpur","Kantipur college, Lubhu, Lalitpur",Lalitpur,17000000,5,3,2.5,2,South,N/A,740,0-3-2-0 Aana,20 Feet / Blacktopped,20 Feet , Blacktopped,N/A Sq. Feet,4 months ago,"['Drainage', 'Water Well', 'Electricity Backup', 'Parking']"
